inst_id,year,ncses_inst_id,toi_code,ffrdctype,inst_name_long,inst_city,inst_state_code,inst_zip,questionnaire_no,question,row,column,data,status,othinfo,standardized_agency_names
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,02.c,Federal agency,Department of Health and Human Services,,25297,,,
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,02.d,Federal agency,Department of Homeland Security,,1404,,,
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,02.e,Federal agency,Department of Transportation,,596,,,
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,02.f,Federal agency,National Aeronautics and Space Administration,,3306,,,
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,02.h,Federal agency,Other federal agencies,,3752,,,
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,02.i,Federal agency,Total,,807967,,,
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,03,Other agency specified,01,,36,,Department of Agriculture (USDA),Department of Agriculture
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,03,Other agency specified,02,,773,,Department of State (DOS),Department of State
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,03,Other agency specified,03,,387,,Environmental Protection Agency (EPA),Environmental Protection Agency
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,03,Other agency specified,04,,1,,Nuclear Regulatory Commission (NRC),Nuclear Regulatory Commission
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,03,Other agency specified,05,,2131,,ODNI: Intelligence Advanced Research Projects Activity,Office of the Director of National Intelligence
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,03,Other agency specified,06,,29,,Smithsonian Institution,Smithsonian Institution
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,03,Other agency specified,07,,117,,Library of Congress (LOC),Library of Congress
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,03,Other agency specified,08,,278,,General Services Administration (GSA),General Services Administration
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,04.a,Type of R&D,Basic research,Federal,672843,,,
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,04.a,Type of R&D,Basic research,Nonfederal,42256,,,
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,04.a,Type of R&D,Basic research,Total,715099,,,
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,04.b,Type of R&D,Applied research,Federal,113940,,,
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,04.b,Type of R&D,Applied research,Nonfederal,18074,,,
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,04.b,Type of R&D,Applied research,Total,132014,,,
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,04.c,Type of R&D,Development,Federal,21184,,,
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,04.c,Type of R&D,Development,Nonfederal,3940,,,
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,04.c,Type of R&D,Development,Total,25124,,,
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,04.d,Type of R&D,All,Federal,807967,,,
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,04.d,Type of R&D,All,Nonfederal,64270,,,
900016,2019,F1660001,3,1,Lawrence Berkeley National Laboratory,Berkeley,CA,94701,04.d,Type of R&D,All,Total,872237,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,01.a,Source,Federal government,,352527,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,01.b,Source,State and local government,,2329,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,01.c,Source,Business,,3617,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,01.d,Source,Nonprofit organizations,,5824,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,01.e,Source,All other sources,,4641,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,01.f,Source,Total,,368938,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,02.a,Federal agency,Department of Defense,,1630,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,02.b,Federal agency,Department of Energy,,342247,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,02.c,Federal agency,Department of Health and Human Services,,3730,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,02.d,Federal agency,Department of Homeland Security,,402,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,02.f,Federal agency,National Aeronautics and Space Administration,,24,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,02.g,Federal agency,National Science Foundation,,1348,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,02.h,Federal agency,Other federal agencies,,3146,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,02.i,Federal agency,Total,,352527,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,03,Other agency specified,01,,3146,,National Institute of Standards and Technology (NIST),Department of Commerce
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,04.a,Type of R&D,Basic research,Federal,339923,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,04.a,Type of R&D,Basic research,Nonfederal,10458,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,04.a,Type of R&D,Basic research,Total,350381,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,04.b,Type of R&D,Applied research,Federal,12604,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,04.b,Type of R&D,Applied research,Nonfederal,5953,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,04.b,Type of R&D,Applied research,Total,18557,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,04.d,Type of R&D,All,Federal,352527,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,04.d,Type of R&D,All,Nonfederal,16411,,,
900017,2019,F2686001,3,1,SLAC National Accelerator Laboratory,Menlo Park,CA,94025,04.d,Type of R&D,All,Total,368938,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,01.a,Source,Federal government,,2440514,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,01.c,Source,Business,,20761,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,01.f,Source,Total,,2461275,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,02.a,Federal agency,Department of Defense,,79753,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,02.b,Federal agency,Department of Energy,,2222251,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,02.c,Federal agency,Department of Health and Human Services,,6724,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,02.d,Federal agency,Department of Homeland Security,,8507,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,02.f,Federal agency,National Aeronautics and Space Administration,,46393,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,02.h,Federal agency,Other federal agencies,,76886,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,02.i,Federal agency,Total,,2440514,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,03,Other agency specified,01,,76886,,National Security (Identities withheld),Other agencies not listed
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,04.a,Type of R&D,Basic research,Federal,195241,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,04.a,Type of R&D,Basic research,Nonfederal,1661,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,04.a,Type of R&D,Basic research,Total,196902,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,04.b,Type of R&D,Applied research,Federal,2220868,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,04.b,Type of R&D,Applied research,Nonfederal,18892,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,04.b,Type of R&D,Applied research,Total,2239760,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,04.c,Type of R&D,Development,Federal,24405,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,04.c,Type of R&D,Development,Nonfederal,208,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,04.c,Type of R&D,Development,Total,24613,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,04.d,Type of R&D,All,Federal,2440514,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,04.d,Type of R&D,All,Nonfederal,20761,,,
900018,2019,F1717001,3,2,Los Alamos National Laboratory,Los Alamos,NM,87545,04.d,Type of R&D,All,Total,2461275,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,01.a,Source,Federal government,,91119,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,01.c,Source,Business,,151,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,01.e,Source,All other sources,,1,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,01.f,Source,Total,,91271,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,02.a,Federal agency,Department of Defense,,470,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,02.b,Federal agency,Department of Energy,,90186,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,02.f,Federal agency,National Aeronautics and Space Administration,,430,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,02.g,Federal agency,National Science Foundation,,24,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,02.h,Federal agency,Other federal agencies,,9,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,02.i,Federal agency,Total,,91119,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,03,Other agency specified,01,,9,,Department of Agriculture (USDA),Department of Agriculture
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,04.a,Type of R&D,Basic research,Federal,90814,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,04.a,Type of R&D,Basic research,Nonfederal,0,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,04.a,Type of R&D,Basic research,Total,90814,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,04.b,Type of R&D,Applied research,Federal,305,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,04.b,Type of R&D,Applied research,Nonfederal,152,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,04.b,Type of R&D,Applied research,Total,457,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,04.d,Type of R&D,All,Federal,91119,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,04.d,Type of R&D,All,Nonfederal,152,,,
900020,2019,F2564001,3,1,Princeton Plasma Physics Laboratory,Princeton,NJ,08543,04.d,Type of R&D,All,Total,91271,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,01.a,Source,Federal government,,1454122,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,01.c,Source,Business,,6770,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,01.d,Source,Nonprofit organizations,,2444,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,01.e,Source,All other sources,,7036,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,01.f,Source,Total,,1470372,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,02.a,Federal agency,Department of Defense,,36811,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,02.b,Federal agency,Department of Energy,,1251873,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,02.c,Federal agency,Department of Health and Human Services,,4948,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,02.d,Federal agency,Department of Homeland Security,,13447,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,02.e,Federal agency,Department of Transportation,,4841,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,02.f,Federal agency,National Aeronautics and Space Administration,,28592,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,02.h,Federal agency,Other federal agencies,,113610,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,02.i,Federal agency,Total,,1454122,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,03,Other agency specified,01,,65759,,Unspecified -Classified,Other agencies not listed
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,03,Other agency specified,02,,20416,,National Oceanic and Atmospheric Administration (NOAA),Department of Commerce
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,03,Other agency specified,03,,9120,,Department of Veterans Affairs (VA),Department of Veterans Affairs
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,03,Other agency specified,04,,5782,,NRC/Nuclear Regulatory Research,Nuclear Regulatory Commission
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,03,Other agency specified,05,,5241,,Department of State (DOS),Department of State
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,03,Other agency specified,06,,1579,,National Institute of Standards and Technology (NIST),Department of Commerce
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,03,Other agency specified,07,,1271,,Environmental Protection Agency (EPA),Environmental Protection Agency
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,03,Other agency specified,08,,825,,NRC/Office of Nuclear Materials Safety & Safeguards,Nuclear Regulatory Commission
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,03,Other agency specified,09,,750,,Bureau of Engraving and Printing (BEP),Department of the Treasury
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,03,Other agency specified,10,,399,,U.S. Geological Survey (USGS),Department of the Interior
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,03,Other agency specified,"Other, not listed separately",,2468,,Other,Other agencies not listed
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,04.a,Type of R&D,Basic research,Federal,847330,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,04.a,Type of R&D,Basic research,Nonfederal,0,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,04.a,Type of R&D,Basic research,Total,847330,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,04.b,Type of R&D,Applied research,Federal,606792,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,04.b,Type of R&D,Applied research,Nonfederal,16250,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,04.b,Type of R&D,Applied research,Total,623042,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,04.d,Type of R&D,All,Federal,1454122,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,04.d,Type of R&D,All,Nonfederal,16250,,,
900021,2019,F2366001,3,3,Oak Ridge National Laboratory,Oak Ridge,TN,37831-6255,04.d,Type of R&D,All,Total,1470372,,,
900024,2019,F1543001,3,1,Jet Propulsion Laboratory,Pasadena,CA,91109,01.a,Source,Federal government,,2709063,,,
900024,2019,F1543001,3,1,Jet Propulsion Laboratory,Pasadena,CA,91109,01.f,Source,Total,,2709063,,,
900024,2019,F1543001,3,1,Jet Propulsion Laboratory,Pasadena,CA,91109,02.f,Federal agency,National Aeronautics and Space Administration,,2709063,,,
900024,2019,F1543001,3,1,Jet Propulsion Laboratory,Pasadena,CA,91109,02.i,Federal agency,Total,,2709063,,,
900024,2019,F1543001,3,1,Jet Propulsion Laboratory,Pasadena,CA,91109,04.a,Type of R&D,Basic research,Federal,270906,,,
900024,2019,F1543001,3,1,Jet Propulsion Laboratory,Pasadena,CA,91109,04.a,Type of R&D,Basic research,Nonfederal,0,,,
900024,2019,F1543001,3,1,Jet Propulsion Laboratory,Pasadena,CA,91109,04.a,Type of R&D,Basic research,Total,270906,,,
900024,2019,F1543001,3,1,Jet Propulsion Laboratory,Pasadena,CA,91109,04.b,Type of R&D,Applied research,Federal,270906,,,
900024,2019,F1543001,3,1,Jet Propulsion Laboratory,Pasadena,CA,91109,04.b,Type of R&D,Applied research,Nonfederal,0,,,
900024,2019,F1543001,3,1,Jet Propulsion Laboratory,Pasadena,CA,91109,04.b,Type of R&D,Applied research,Total,270906,,,
900024,2019,F1543001,3,1,Jet Propulsion Laboratory,Pasadena,CA,91109,04.c,Type of R&D,Development,Federal,2167251,,,
900024,2019,F1543001,3,1,Jet Propulsion Laboratory,Pasadena,CA,91109,04.c,Type of R&D,Development,Nonfederal,0,,,
900024,2019,F1543001,3,1,Jet Propulsion Laboratory,Pasadena,CA,91109,04.c,Type of R&D,Development,Total,2167251,,,
900024,2019,F1543001,3,1,Jet Propulsion Laboratory,Pasadena,CA,91109,04.d,Type of R&D,All,Federal,2709063,,,
900024,2019,F1543001,3,1,Jet Propulsion Laboratory,Pasadena,CA,91109,04.d,Type of R&D,All,Nonfederal,0,,,
900024,2019,F1543001,3,1,Jet Propulsion Laboratory,Pasadena,CA,91109,04.d,Type of R&D,All,Total,2709063,,,
900026,2019,F2154001,3,1,NSF's National Optical-Infrared Astronomy Research Laboratory,Tucson,AZ,85726,01.a,Source,Federal government,,28760,,,
900026,2019,F2154001,3,1,NSF's National Optical-Infrared Astronomy Research Laboratory,Tucson,AZ,85726,01.e,Source,All other sources,,9502,,,
900026,2019,F2154001,3,1,NSF's National Optical-Infrared Astronomy Research Laboratory,Tucson,AZ,85726,01.f,Source,Total,,38262,,,
900026,2019,F2154001,3,1,NSF's National Optical-Infrared Astronomy Research Laboratory,Tucson,AZ,85726,02.a,Federal agency,Department of Defense,,18,,,
900026,2019,F2154001,3,1,NSF's National Optical-Infrared Astronomy Research Laboratory,Tucson,AZ,85726,02.b,Federal agency,Department of Energy,,3372,,,
900026,2019,F2154001,3,1,NSF's National Optical-Infrared Astronomy Research Laboratory,Tucson,AZ,85726,02.f,Federal agency,National Aeronautics and Space Administration,,211,,,
900026,2019,F2154001,3,1,NSF's National Optical-Infrared Astronomy Research Laboratory,Tucson,AZ,85726,02.g,Federal agency,National Science Foundation,,25159,,,
900026,2019,F2154001,3,1,NSF's National Optical-Infrared Astronomy Research Laboratory,Tucson,AZ,85726,02.i,Federal agency,Total,,28760,,,
900026,2019,F2154001,3,1,NSF's National Optical-Infrared Astronomy Research Laboratory,Tucson,AZ,85726,04.a,Type of R&D,Basic research,Federal,28760,,,
900026,2019,F2154001,3,1,NSF's National Optical-Infrared Astronomy Research Laboratory,Tucson,AZ,85726,04.a,Type of R&D,Basic research,Nonfederal,9502,,,
900026,2019,F2154001,3,1,NSF's National Optical-Infrared Astronomy Research Laboratory,Tucson,AZ,85726,04.a,Type of R&D,Basic research,Total,38262,,,
900026,2019,F2154001,3,1,NSF's National Optical-Infrared Astronomy Research Laboratory,Tucson,AZ,85726,04.d,Type of R&D,All,Federal,28760,,,
900026,2019,F2154001,3,1,NSF's National Optical-Infrared Astronomy Research Laboratory,Tucson,AZ,85726,04.d,Type of R&D,All,Nonfederal,9502,,,
900026,2019,F2154001,3,1,NSF's National Optical-Infrared Astronomy Research Laboratory,Tucson,AZ,85726,04.d,Type of R&D,All,Total,38262,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,01.a,Source,Federal government,,187615,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,01.b,Source,State and local government,,1108,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,01.c,Source,Business,,3575,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,01.d,Source,Nonprofit organizations,,7178,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,01.f,Source,Total,,199476,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,02.a,Federal agency,Department of Defense,,6312,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,02.b,Federal agency,Department of Energy,,4406,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,02.e,Federal agency,Department of Transportation,,4628,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,02.f,Federal agency,National Aeronautics and Space Administration,,10158,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,02.g,Federal agency,National Science Foundation,,137599,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,02.h,Federal agency,Other federal agencies,,24512,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,02.i,Federal agency,Total,,187615,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,03,Other agency specified,01,,731,,Department of the Interior,Department of the Interior
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,03,Other agency specified,02,,23148,,National Oceanic and Atmospheric Administration (NOAA),Department of Commerce
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,03,Other agency specified,03,,274,,Nuclear Regulatory Commission (NRC),Nuclear Regulatory Commission
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,03,Other agency specified,04,,359,,National Institute of Standards and Technology (NIST),Department of Commerce
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,04.a,Type of R&D,Basic research,Federal,61900,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,04.a,Type of R&D,Basic research,Nonfederal,3625,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,04.a,Type of R&D,Basic research,Total,65525,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,04.b,Type of R&D,Applied research,Federal,28481,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,04.b,Type of R&D,Applied research,Nonfederal,4994,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,04.b,Type of R&D,Applied research,Total,33475,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,04.c,Type of R&D,Development,Federal,97234,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,04.c,Type of R&D,Development,Nonfederal,3242,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,04.c,Type of R&D,Development,Total,100476,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,04.d,Type of R&D,All,Federal,187615,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,04.d,Type of R&D,All,Nonfederal,11861,,,
900027,2019,F2095001,3,1,National Center for Atmospheric Research,Boulder,CO,80307,04.d,Type of R&D,All,Total,199476,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,01.a,Source,Federal government,,99881,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,01.c,Source,Business,,229,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,01.d,Source,Nonprofit organizations,,330,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,01.e,Source,All other sources,,1461,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,01.f,Source,Total,,101901,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,02.a,Federal agency,Department of Defense,,87,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,02.f,Federal agency,National Aeronautics and Space Administration,,439,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,02.g,Federal agency,National Science Foundation,,99355,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,02.i,Federal agency,Total,,99881,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,04.a,Type of R&D,Basic research,Federal,87450,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,04.a,Type of R&D,Basic research,Nonfederal,550,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,04.a,Type of R&D,Basic research,Total,88000,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,04.b,Type of R&D,Applied research,Federal,891,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,04.b,Type of R&D,Applied research,Nonfederal,321,,,
900028,2019,F2161001,3,1,National Radio Astronomy Observatory,Charlottesville,VA,22903,04.b,Type of R&D,Applied research,Total,1212,,,
